LinkID,src,dst,cap,IGP cost,TE cost,Affinity,delay,backgroundbw
0,0,2,1977,0,0,0,0,0
1,1,19,1608,0,0,0,0,0
2,2,3,1666,0,0,0,0,0
3,2,4,1713,0,0,0,0,0
4,2,10,1836,0,0,0,0,0
5,2,11,1290,0,0,0,0,0
6,2,13,1676,0,0,0,0,0
7,4,19,1399,0,0,0,0,0
8,4,12,1273,0,0,0,0,0
9,4,7,1414,0,0,0,0,0
10,5,19,1634,0,0,0,0,0
11,6,19,1004,0,0,0,0,0
12,8,13,1240,0,0,0,0,0
13,9,19,1409,0,0,0,0,0
14,13,14,1888,0,0,0,0,0
15,13,15,1518,0,0,0,0,0
16,13,16,1785,0,0,0,0,0
17,13,19,1664,0,0,0,0,0
18,17,19,1297,0,0,0,0,0
19,18,19,1997,0,0,0,0,0
