LinkID,src,dst,cap,IGP cost,TE cost,Affinity,delay,backgroundbw
0,0,1,1804,0,0,0,0,0
1,1,18,1559,0,0,0,0,0
2,1,15,1540,0,0,0,0,0
3,2,18,1444,0,0,0,0,0
4,3,18,1636,0,0,0,0,0
5,4,7,1104,0,0,0,0,0
6,5,7,1717,0,0,0,0,0
7,6,7,1223,0,0,0,0,0
8,7,8,1431,0,0,0,0,0
9,7,11,1598,0,0,0,0,0
10,8,17,1641,0,0,0,0,0
11,8,13,1124,0,0,0,0,0
12,8,9,1110,0,0,0,0,0
13,10,11,1287,0,0,0,0,0
14,11,12,1977,0,0,0,0,0
15,11,15,1600,0,0,0,0,0
16,14,15,1487,0,0,0,0,0
17,15,16,1166,0,0,0,0,0
18,15,23,1455,0,0,0,0,0
19,17,20,1119,0,0,0,0,0
20,18,24,1496,0,0,0,0,0
21,19,20,1439,0,0,0,0,0
22,20,21,1996,0,0,0,0,0
23,20,23,1589,0,0,0,0,0
24,22,23,1039,0,0,0,0,0
25,23,24,1649,0,0,0,0,0
26,24,25,1324,0,0,0,0,0
27,24,26,1603,0,0,0,0,0
