LinkID,src,dst,cap,IGP cost,TE cost,Affinity,delay,backgroundbw
0,0,3,1366,0,0,0,0,0
1,0,7,1754,0,0,0,0,0
2,1,9,1907,0,0,0,0,0
3,1,15,1075,0,0,0,0,0
4,2,12,1452,0,0,0,0,0
5,2,5,1520,0,0,0,0,0
6,2,7,1786,0,0,0,0,0
7,3,9,1912,0,0,0,0,0
8,3,15,1998,0,0,0,0,0
9,4,9,1509,0,0,0,0,0
10,4,12,1424,0,0,0,0,0
11,4,15,1812,0,0,0,0,0
12,5,9,1206,0,0,0,0,0
13,5,12,1935,0,0,0,0,0
14,5,6,1447,0,0,0,0,0
15,5,15,1920,0,0,0,0,0
16,7,8,1390,0,0,0,0,0
17,7,12,1317,0,0,0,0,0
18,7,15,1696,0,0,0,0,0
19,9,10,1492,0,0,0,0,0
20,9,11,1620,0,0,0,0,0
21,9,12,1287,0,0,0,0,0
22,9,14,1249,0,0,0,0,0
23,9,15,1422,0,0,0,0,0
24,10,12,1518,0,0,0,0,0
25,11,12,1002,0,0,0,0,0
26,12,14,1204,0,0,0,0,0
27,12,15,1963,0,0,0,0,0
28,13,14,1882,0,0,0,0,0
29,14,15,1534,0,0,0,0,0
30,15,16,1398,0,0,0,0,0
