LinkID,src,dst,cap,IGP cost,TE cost,Affinity,delay,backgroundbw
0,0,1,1910,0,0,0,0,0
1,0,5,1983,0,0,0,0,0
2,1,19,1270,0,0,0,0,0
3,1,4,1452,0,0,0,0,0
4,1,6,1626,0,0,0,0,0
5,1,7,1882,0,0,0,0,0
6,2,19,1568,0,0,0,0,0
7,3,19,1657,0,0,0,0,0
8,5,8,1368,0,0,0,0,0
9,5,19,1781,0,0,0,0,0
10,5,9,1475,0,0,0,0,0
11,10,19,1105,0,0,0,0,0
12,11,21,1505,0,0,0,0,0
13,12,19,1299,0,0,0,0,0
14,13,19,1130,0,0,0,0,0
15,14,21,1041,0,0,0,0,0
16,15,16,1256,0,0,0,0,0
17,16,19,1568,0,0,0,0,0
18,17,18,1503,0,0,0,0,0
19,18,19,1467,0,0,0,0,0
20,19,20,1504,0,0,0,0,0
21,19,21,1322,0,0,0,0,0
22,19,22,1822,0,0,0,0,0
