tunnelID,src,dst,bandwidth,priority,Affinity,delay,hop,NodeInclusions,antiFaultyType,MinBWReservation
0,12,8,10.00,0,0,0,0,0,0
1,12,21,7.00,0,0,0,0,0,0
2,12,9,7.00,0,0,0,0,0,0
3,12,14,6.00,0,0,0,0,0,0
4,12,11,4.00,0,0,0,0,0,0
5,12,2,11.00,0,0,0,0,0,0
6,12,0,9.00,0,0,0,0,0,0
7,12,7,2.00,0,0,0,0,0,0
8,12,25,10.00,0,0,0,0,0,0
9,12,16,7.00,0,0,0,0,0,0
10,16,9,6.00,0,0,0,0,0,0
11,16,20,7.00,0,0,0,0,0,0
12,16,18,11.00,0,0,0,0,0,0
13,16,14,4.00,0,0,0,0,0,0
14,16,6,10.00,0,0,0,0,0,0
15,16,13,11.00,0,0,0,0,0,0
16,16,0,14.00,0,0,0,0,0,0
17,16,3,13.00,0,0,0,0,0,0
18,16,21,8.00,0,0,0,0,0,0
19,16,24,9.00,0,0,0,0,0,0
20,8,25,4.00,0,0,0,0,0,0
21,8,7,6.00,0,0,0,0,0,0
22,8,22,3.00,0,0,0,0,0,0
23,8,6,13.00,0,0,0,0,0,0
24,8,9,14.00,0,0,0,0,0,0
25,8,11,2.00,0,0,0,0,0,0
26,8,2,4.00,0,0,0,0,0,0
27,8,20,12.00,0,0,0,0,0,0
28,8,10,13.00,0,0,0,0,0,0
29,8,12,1.00,0,0,0,0,0,0
30,8,18,6.00,0,0,0,0,0,0
31,2,22,5.00,0,0,0,0,0,0
32,2,0,8.00,0,0,0,0,0,0
33,2,25,10.00,0,0,0,0,0,0
34,2,4,14.00,0,0,0,0,0,0
35,2,15,2.00,0,0,0,0,0,0
36,2,14,3.00,0,0,0,0,0,0
37,2,10,7.00,0,0,0,0,0,0
38,2,20,5.00,0,0,0,0,0,0
39,2,19,10.00,0,0,0,0,0,0
40,2,13,1.00,0,0,0,0,0,0
41,4,20,7.00,0,0,0,0,0,0
42,4,11,7.00,0,0,0,0,0,0
43,4,3,9.00,0,0,0,0,0,0
44,4,21,5.00,0,0,0,0,0,0
45,4,6,3.00,0,0,0,0,0,0
46,4,7,2.00,0,0,0,0,0,0
47,4,24,7.00,0,0,0,0,0,0
48,4,22,4.00,0,0,0,0,0,0
49,4,2,7.00,0,0,0,0,0,0
50,5,10,1.00,0,0,0,0,0,0
51,5,15,12.00,0,0,0,0,0,0
52,5,11,1.00,0,0,0,0,0,0
53,5,25,5.00,0,0,0,0,0,0
54,5,24,6.00,0,0,0,0,0,0
55,5,12,2.00,0,0,0,0,0,0
56,5,3,14.00,0,0,0,0,0,0
57,5,21,1.00,0,0,0,0,0,0
58,5,14,13.00,0,0,0,0,0,0
59,5,16,11.00,0,0,0,0,0,0
60,5,1,6.00,0,0,0,0,0,0
61,2,11,13.00,0,0,0,0,0,0
62,16,15,10.00,0,0,0,0,0,0
63,16,22,2.00,0,0,0,0,0,0
64,2,1,3.00,0,0,0,0,0,0
65,2,3,14.00,0,0,0,0,0,0
66,8,15,2.00,0,0,0,0,0,0
