LinkID,src,dst,cap,IGP cost,TE cost,Affinity,delay,backgroundbw
0,0,10,155.0,156.00, 0, 0, 0
1,0,2,155.0,272.00, 0, 0, 0
2,1,2,155.0,156.00, 0, 0, 0
3,1,7,155.0,186.00, 0, 0, 0
4,1,10,155.0,272.00, 0, 0, 0
5,2,9,155.0,237.00, 0, 0, 0
6,3,4,155.0,208.00, 0, 0, 0
7,3,6,155.0,181.00, 0, 0, 0
8,3,11,155.0,208.00, 0, 0, 0
9,4,8,155.0,250.00, 0, 0, 0
10,4,10,155.0,324.00, 0, 0, 0
11,5,8,155.0,324.00, 0, 0, 0
12,5,10,155.0,250.00, 0, 0, 0
13,6,10,155.0,165.00, 0, 0, 0
14,6,11,155.0,305.00, 0, 0, 0
15,7,9,155.0,142.00, 0, 0, 0
16,7,11,155.0,195.00, 0, 0, 0
17,0,5,155.0,294.00, 0, 0, 0
