LinkID,src,dst,cap,IGP cost,TE cost,Affinity,delay,backgroundbw
0,0,1,20.0,6590.00, 0, 0, 0
1,0,12,20.0,8310.00, 0, 0, 0
2,0,13,20.0,9170.00, 0, 0, 0
3,1,11,20.0,15620.00, 0, 0, 0
4,1,13,20.0,13040.00, 0, 0, 0
5,2,7,20.0,6590.00, 0, 0, 0
6,2,11,20.0,11320.00, 0, 0, 0
7,2,12,20.0,5730.00, 0, 0, 0
8,3,8,20.0,3580.00, 0, 0, 0
9,3,9,20.0,4440.00, 0, 0, 0
10,3,11,20.0,14760.00, 0, 0, 0
11,4,10,20.0,7450.00, 0, 0, 0
12,4,11,20.0,9170.00, 0, 0, 0
13,5,7,20.0,6590.00, 0, 0, 0
14,5,10,20.0,6590.00, 0, 0, 0
15,5,13,20.0,20350.00, 0, 0, 0
16,6,8,20.0,7020.00, 0, 0, 0
17,6,9,20.0,6160.00, 0, 0, 0
18,6,12,20.0,17340.00, 0, 0, 0
19,8,10,20.0,4870.00, 0, 0, 0
20,9,10,20.0,4440.00, 0, 0, 0
