LinkID,src,dst,cap,IGP cost,TE cost,Affinity,delay,backgroundbw
0,0,2,1742,0,0,0,0,0
1,0,21,1748,0,0,0,0,0
2,1,6,1573,0,0,0,0,0
3,2,3,1927,0,0,0,0,0
4,3,22,1472,0,0,0,0,0
5,4,9,1658,0,0,0,0,0
6,4,26,1954,0,0,0,0,0
7,4,27,1726,0,0,0,0,0
8,4,10,1739,0,0,0,0,0
9,4,5,1333,0,0,0,0,0
10,5,16,1199,0,0,0,0,0
11,5,30,1178,0,0,0,0,0
12,5,7,1159,0,0,0,0,0
13,6,7,1073,0,0,0,0,0
14,7,8,1613,0,0,0,0,0
15,8,9,1670,0,0,0,0,0
16,9,16,1573,0,0,0,0,0
17,11,19,1009,0,0,0,0,0
18,11,12,1369,0,0,0,0,0
19,12,17,1476,0,0,0,0,0
20,12,20,1639,0,0,0,0,0
21,13,16,1210,0,0,0,0,0
22,13,20,1971,0,0,0,0,0
23,13,14,1031,0,0,0,0,0
24,14,15,1241,0,0,0,0,0
25,15,16,1341,0,0,0,0,0
26,16,23,1670,0,0,0,0,0
27,16,24,1841,0,0,0,0,0
28,16,25,1130,0,0,0,0,0
29,17,18,1646,0,0,0,0,0
30,21,28,1944,0,0,0,0,0
31,22,30,1218,0,0,0,0,0
32,28,29,1919,0,0,0,0,0
33,29,30,1210,0,0,0,0,0
