LinkID,src,dst,cap,IGP cost,TE cost,Affinity,delay,backgroundbw
0,0,1,1162,0,0,0,0,0
1,0,3,1354,0,0,0,0,0
2,1,25,1049,0,0,0,0,0
3,1,13,1756,0,0,0,0,0
4,2,19,1711,0,0,0,0,0
5,2,6,1687,0,0,0,0,0
6,3,6,1748,0,0,0,0,0
7,4,5,1106,0,0,0,0,0
8,4,7,1676,0,0,0,0,0
9,5,8,1944,0,0,0,0,0
10,6,7,1007,0,0,0,0,0
11,8,9,1122,0,0,0,0,0
12,9,16,1714,0,0,0,0,0
13,10,17,1193,0,0,0,0,0
14,10,11,1777,0,0,0,0,0
15,11,12,1741,0,0,0,0,0
16,12,13,1689,0,0,0,0,0
17,12,15,1701,0,0,0,0,0
18,14,25,1724,0,0,0,0,0
19,14,26,1906,0,0,0,0,0
20,15,16,1519,0,0,0,0,0
21,16,17,1221,0,0,0,0,0
22,18,27,1662,0,0,0,0,0
23,18,22,1390,0,0,0,0,0
24,19,27,1587,0,0,0,0,0
25,19,26,1110,0,0,0,0,0
26,20,21,1421,0,0,0,0,0
27,20,23,1289,0,0,0,0,0
28,21,22,1252,0,0,0,0,0
29,23,24,1581,0,0,0,0,0
30,24,25,1524,0,0,0,0,0
