LinkID,src,dst,cap,IGP cost,TE cost,Affinity,delay,backgroundbw
0,0,2,40000.0,804.00, 0, 0, 0
1,0,4,40000.0,598.00, 0, 0, 0
2,0,9,40000.0,218.00, 0, 0, 0
3,0,15,40000.0,6802.00, 0, 0, 0
4,0,19,40000.0,277.00, 0, 0, 0
5,1,6,40000.0,264.00, 0, 0, 0
6,1,13,40000.0,186.00, 0, 0, 0
7,1,14,40000.0,169.00, 0, 0, 0
8,2,6,40000.0,410.00, 0, 0, 0
9,2,12,40000.0,250.00, 0, 0, 0
10,3,4,40000.0,411.00, 0, 0, 0
11,3,16,40000.0,309.00, 0, 0, 0
12,3,20,40000.0,290.00, 0, 0, 0
13,4,6,40000.0,478.00, 0, 0, 0
14,4,7,40000.0,1794.00, 0, 0, 0
15,4,10,40000.0,1088.00, 0, 0, 0
16,4,12,40000.0,518.00, 0, 0, 0
17,4,14,40000.0,358.00, 0, 0, 0
18,4,18,40000.0,1184.00, 0, 0, 0
19,5,6,40000.0,1054.00, 0, 0, 0
20,5,12,40000.0,1189.00, 0, 0, 0
21,5,17,40000.0,503.00, 0, 0, 0
22,6,13,40000.0,287.00, 0, 0, 0
23,6,21,40000.0,343.00, 0, 0, 0
24,7,12,40000.0,1453.00, 0, 0, 0
25,8,9,40000.0,304.00, 0, 0, 0
26,8,19,40000.0,115.00, 0, 0, 0
27,9,20,40000.0,163.00, 0, 0, 0
28,10,21,40000.0,463.00, 0, 0, 0
29,11,12,40000.0,2658.00, 0, 0, 0
30,11,14,40000.0,3296.00, 0, 0, 0
31,14,21,40000.0,359.00, 0, 0, 0
32,15,21,40000.0,5575.00, 0, 0, 0
33,16,18,40000.0,777.00, 0, 0, 0
34,17,21,40000.0,1588.00, 0, 0, 0
35,18,21,40000.0,1426.00, 0, 0, 0
