LinkID,src,dst,cap,IGP cost,TE cost,Affinity,delay,backgroundbw
0,0,16,1148,0,0,0,0,0
1,0,3,1004,0,0,0,0,0
2,0,39,1946,0,0,0,0,0
3,1,18,1330,0,0,0,0,0
4,1,39,1604,0,0,0,0,0
5,2,33,1749,0,0,0,0,0
6,4,8,1490,0,0,0,0,0
7,5,38,1439,0,0,0,0,0
8,6,18,1829,0,0,0,0,0
9,6,39,1472,0,0,0,0,0
10,7,39,1164,0,0,0,0,0
11,8,38,1310,0,0,0,0,0
12,8,39,1192,0,0,0,0,0
13,8,9,1380,0,0,0,0,0
14,8,11,1826,0,0,0,0,0
15,8,16,1570,0,0,0,0,0
16,8,18,1316,0,0,0,0,0
17,8,23,1612,0,0,0,0,0
18,8,24,1451,0,0,0,0,0
19,8,25,1761,0,0,0,0,0
20,8,26,1953,0,0,0,0,0
21,8,27,1114,0,0,0,0,0
22,8,28,1281,0,0,0,0,0
23,8,31,1107,0,0,0,0,0
24,9,27,1614,0,0,0,0,0
25,10,39,1611,0,0,0,0,0
26,12,28,1316,0,0,0,0,0
27,13,25,1388,0,0,0,0,0
28,14,16,1731,0,0,0,0,0
29,14,28,1456,0,0,0,0,0
30,15,16,1136,0,0,0,0,0
31,15,28,1615,0,0,0,0,0
32,16,27,1036,0,0,0,0,0
33,16,28,1297,0,0,0,0,0
34,17,28,1418,0,0,0,0,0
35,18,32,1292,0,0,0,0,0
36,18,33,1940,0,0,0,0,0
37,18,41,1606,0,0,0,0,0
38,18,39,1745,0,0,0,0,0
39,18,40,1626,0,0,0,0,0
40,18,25,1772,0,0,0,0,0
41,18,27,1982,0,0,0,0,0
42,18,28,1911,0,0,0,0,0
43,19,39,1478,0,0,0,0,0
44,20,23,1226,0,0,0,0,0
45,21,28,1599,0,0,0,0,0
46,22,25,1669,0,0,0,0,0
47,22,28,1866,0,0,0,0,0
48,23,28,1607,0,0,0,0,0
49,23,39,1110,0,0,0,0,0
50,25,39,1386,0,0,0,0,0
51,25,27,1278,0,0,0,0,0
52,27,39,1024,0,0,0,0,0
53,27,30,1598,0,0,0,0,0
54,28,38,1469,0,0,0,0,0
55,28,39,1512,0,0,0,0,0
56,28,29,1941,0,0,0,0,0
57,32,39,1872,0,0,0,0,0
58,33,39,1293,0,0,0,0,0
59,34,39,1091,0,0,0,0,0
60,35,39,1952,0,0,0,0,0
61,36,39,1543,0,0,0,0,0
62,37,38,1130,0,0,0,0,0
63,38,39,1865,0,0,0,0,0
64,39,41,1180,0,0,0,0,0
65,39,40,1702,0,0,0,0,0
