LinkID,src,dst,cap,IGP cost,TE cost,Affinity,delay,backgroundbw
0,0,1,1924,0,0,0,0,0
1,0,3,1413,0,0,0,0,0
2,0,7,1997,0,0,0,0,0
3,1,6,1799,0,0,0,0,0
4,2,26,1959,0,0,0,0,0
5,2,7,1262,0,0,0,0,0
6,3,26,1799,0,0,0,0,0
7,4,5,1753,0,0,0,0,0
8,4,7,1780,0,0,0,0,0
9,5,17,1653,0,0,0,0,0
10,5,6,1682,0,0,0,0,0
11,5,23,1362,0,0,0,0,0
12,7,25,1017,0,0,0,0,0
13,8,9,1716,0,0,0,0,0
14,8,18,1180,0,0,0,0,0
15,9,14,1681,0,0,0,0,0
16,10,11,1971,0,0,0,0,0
17,10,15,1093,0,0,0,0,0
18,11,12,1301,0,0,0,0,0
19,12,13,1629,0,0,0,0,0
20,13,27,1293,0,0,0,0,0
21,14,20,1845,0,0,0,0,0
22,15,16,1472,0,0,0,0,0
23,16,21,1480,0,0,0,0,0
24,17,18,1629,0,0,0,0,0
25,19,24,1727,0,0,0,0,0
26,20,30,1551,0,0,0,0,0
27,21,22,1485,0,0,0,0,0
28,22,23,1254,0,0,0,0,0
29,23,24,1531,0,0,0,0,0
30,25,30,1561,0,0,0,0,0
31,27,28,1419,0,0,0,0,0
32,28,29,1775,0,0,0,0,0
33,29,30,1251,0,0,0,0,0
34,30,34,1795,0,0,0,0,0
35,30,31,1800,0,0,0,0,0
36,31,32,1511,0,0,0,0,0
37,32,33,1679,0,0,0,0,0
38,33,34,1277,0,0,0,0,0
