tunnelID,src,dst,bandwidth,priority,Affinity,delay,hop,NodeInclusions,antiFaultyType,MinBWReservation
0,0,4,184.00,0,0,0,0,0,0
1,0,5,77.00,0,0,0,0,0,0
2,0,7,77.00,0,0,0,0,0,0
3,0,8,272.00,0,0,0,0,0,0
4,0,11,136.00,0,0,0,0,0,0
5,0,12,106.00,0,0,0,0,0,0
6,0,14,320.00,0,0,0,0,0,0
7,0,16,48.00,0,0,0,0,0,0
8,0,19,213.00,0,0,0,0,0,0
9,0,21,301.00,0,0,0,0,0,0
10,0,22,184.00,0,0,0,0,0,0
11,0,24,106.00,0,0,0,0,0,0
12,1,0,77.00,0,0,0,0,0,0
13,1,3,77.00,0,0,0,0,0,0
14,1,8,408.00,0,0,0,0,0,0
15,1,9,204.00,0,0,0,0,0,0
16,1,10,116.00,0,0,0,0,0,0
17,1,11,204.00,0,0,0,0,0,0
18,1,13,77.00,0,0,0,0,0,0
19,1,15,320.00,0,0,0,0,0,0
20,1,19,320.00,0,0,0,0,0,0
21,1,22,282.00,0,0,0,0,0,0
22,2,0,106.00,0,0,0,0,0,0
23,2,1,155.00,0,0,0,0,0,0
24,2,3,106.00,0,0,0,0,0,0
25,2,10,155.00,0,0,0,0,0,0
26,2,15,437.00,0,0,0,0,0,0
27,2,18,106.00,0,0,0,0,0,0
28,2,19,437.00,0,0,0,0,0,0
29,2,23,486.00,0,0,0,0,0,0
30,3,0,48.00,0,0,0,0,0,0
31,3,5,77.00,0,0,0,0,0,0
32,3,6,48.00,0,0,0,0,0,0
33,3,8,272.00,0,0,0,0,0,0
34,3,15,213.00,0,0,0,0,0,0
35,3,16,48.00,0,0,0,0,0,0
36,3,17,136.00,0,0,0,0,0,0
37,3,24,106.00,0,0,0,0,0,0
38,4,1,282.00,0,0,0,0,0,0
39,4,2,379.00,0,0,0,0,0,0
40,4,3,184.00,0,0,0,0,0,0
41,4,6,184.00,0,0,0,0,0,0
42,4,10,282.00,0,0,0,0,0,0
43,4,11,476.00,0,0,0,0,0,0
44,4,15,768.00,0,0,0,0,0,0
45,4,16,184.00,0,0,0,0,0,0
46,4,18,184.00,0,0,0,0,0,0
47,4,20,184.00,0,0,0,0,0,0
48,4,21,1050.00,0,0,0,0,0,0
49,4,24,379.00,0,0,0,0,0,0
50,5,1,116.00,0,0,0,0,0,0
51,5,2,155.00,0,0,0,0,0,0
52,5,4,282.00,0,0,0,0,0,0
53,5,7,116.00,0,0,0,0,0,0
