LinkID,src,dst,cap,IGP cost,TE cost,Affinity,delay,backgroundbw
0,0,1,2500.0,200.00, 0, 0, 0
1,2,6,2500.0,200.00, 0, 0, 0
2,2,8,2500.0,200.00, 0, 0, 0
3,2,9,2500.0,200.00, 0, 0, 0
4,4,3,2500.0,200.00, 0, 0, 0
5,5,3,2500.0,200.00, 0, 0, 0
6,5,4,2500.0,200.00, 0, 0, 0
7,5,6,2500.0,200.00, 0, 0, 0
8,5,7,2500.0,200.00, 0, 0, 0
9,7,6,2500.0,200.00, 0, 0, 0
10,7,8,2500.0,200.00, 0, 0, 0
11,9,11,2500.0,200.00, 0, 0, 0
12,10,9,2500.0,200.00, 0, 0, 0
13,10,11,2500.0,200.00, 0, 0, 0
14,12,13,2500.0,200.00, 0, 0, 0
15,14,8,2500.0,200.00, 0, 0, 0
16,14,10,2500.0,200.00, 0, 0, 0
17,14,12,2500.0,200.00, 0, 0, 0
18,14,13,2500.0,200.00, 0, 0, 0
19,14,15,2500.0,200.00, 0, 0, 0
20,14,17,2500.0,200.00, 0, 0, 0
21,14,19,2500.0,200.00, 0, 0, 0
22,14,20,2500.0,200.00, 0, 0, 0
23,14,21,2500.0,200.00, 0, 0, 0
24,14,24,2500.0,200.00, 0, 0, 0
25,15,8,2500.0,200.00, 0, 0, 0
26,15,9,2500.0,200.00, 0, 0, 0
27,15,10,2500.0,200.00, 0, 0, 0
28,15,11,2500.0,200.00, 0, 0, 0
29,16,9,2500.0,200.00, 0, 0, 0
30,16,15,2500.0,200.00, 0, 0, 0
31,17,18,2500.0,200.00, 0, 0, 0
32,19,18,2500.0,200.00, 0, 0, 0
33,19,20,2500.0,200.00, 0, 0, 0
34,19,23,2500.0,200.00, 0, 0, 0
35,21,8,2500.0,200.00, 0, 0, 0
36,21,19,2500.0,200.00, 0, 0, 0
37,21,22,2500.0,200.00, 0, 0, 0
38,21,23,2500.0,200.00, 0, 0, 0
39,23,22,2500.0,200.00, 0, 0, 0
40,24,0,2500.0,200.00, 0, 0, 0
41,24,1,2500.0,200.00, 0, 0, 0
42,24,2,2500.0,200.00, 0, 0, 0
43,24,3,2500.0,200.00, 0, 0, 0
44,24,8,2500.0,200.00, 0, 0, 0
