LinkID,src,dst,cap,IGP cost,TE cost,Affinity,delay,backgroundbw
0,0,1,1363,0,0,0,0,0
1,0,3,1513,0,0,0,0,0
2,1,3,1749,0,0,0,0,0
3,1,6,1509,0,0,0,0,0
4,1,7,1350,0,0,0,0,0
5,2,3,1898,0,0,0,0,0
6,2,9,1504,0,0,0,0,0
7,2,11,1854,0,0,0,0,0
8,4,5,1567,0,0,0,0,0
9,4,6,1030,0,0,0,0,0
10,5,17,1715,0,0,0,0,0
11,6,7,1343,0,0,0,0,0
12,7,8,1977,0,0,0,0,0
13,7,9,1380,0,0,0,0,0
14,8,9,1797,0,0,0,0,0
15,8,13,1876,0,0,0,0,0
16,8,17,1245,0,0,0,0,0
17,10,11,1758,0,0,0,0,0
18,10,12,1256,0,0,0,0,0
19,11,12,1248,0,0,0,0,0
20,12,13,1112,0,0,0,0,0
21,12,14,1148,0,0,0,0,0
22,14,15,1231,0,0,0,0,0
23,15,16,1466,0,0,0,0,0
24,15,17,1466,0,0,0,0,0
