LinkID,src,dst,cap,IGP cost,TE cost,Affinity,delay,backgroundbw
0,0,15,1501,0,0,0,0,0
1,1,11,1310,0,0,0,0,0
2,1,6,1714,0,0,0,0,0
3,2,11,1726,0,0,0,0,0
4,2,15,1758,0,0,0,0,0
5,3,15,1061,0,0,0,0,0
6,4,11,1531,0,0,0,0,0
7,4,5,1834,0,0,0,0,0
8,7,10,1466,0,0,0,0,0
9,8,10,1597,0,0,0,0,0
10,9,12,1733,0,0,0,0,0
11,9,13,1170,0,0,0,0,0
12,10,11,1432,0,0,0,0,0
13,10,13,1486,0,0,0,0,0
14,11,17,1602,0,0,0,0,0
15,11,18,1120,0,0,0,0,0
16,11,19,1530,0,0,0,0,0
17,11,20,1626,0,0,0,0,0
18,11,21,1338,0,0,0,0,0
19,11,23,1073,0,0,0,0,0
20,14,23,1284,0,0,0,0,0
21,16,17,1891,0,0,0,0,0
22,21,22,1152,0,0,0,0,0
