tunnelID,src,dst,bandwidth,priority,Affinity,delay,hop,NodeInclusions,antiFaultyType,MinBWReservation
0,0,1,5981.00,0,0,0,0,0,0
1,0,2,816.00,0,0,0,0,0,0
2,0,3,563.00,0,0,0,0,0,0
3,0,4,431.00,0,0,0,0,0,0
4,0,5,1592.00,0,0,0,0,0,0
5,0,6,444.00,0,0,0,0,0,0
6,0,7,576.00,0,0,0,0,0,0
7,0,8,491.00,0,0,0,0,0,0
8,0,9,563.00,0,0,0,0,0,0
9,0,10,252.00,0,0,0,0,0,0
10,0,11,695.00,0,0,0,0,0,0
11,0,12,324.00,0,0,0,0,0,0
12,0,13,1556.00,0,0,0,0,0,0
13,0,14,695.00,0,0,0,0,0,0
14,1,0,7132.00,0,0,0,0,0,0
15,1,2,2644.00,0,0,0,0,0,0
16,1,3,2239.00,0,0,0,0,0,0
17,1,4,755.00,0,0,0,0,0,0
18,1,5,6102.00,0,0,0,0,0,0
19,1,6,1832.00,0,0,0,0,0,0
20,1,7,4930.00,0,0,0,0,0,0
21,1,8,253.00,0,0,0,0,0,0
22,1,9,1952.00,0,0,0,0,0,0
23,1,10,755.00,0,0,0,0,0,0
24,1,11,1090.00,0,0,0,0,0,0
25,1,12,563.00,0,0,0,0,0,0
26,1,13,419.00,0,0,0,0,0,0
27,1,14,1855.00,0,0,0,0,0,0
28,2,0,977.00,0,0,0,0,0,0
29,2,1,3151.00,0,0,0,0,0,0
30,2,3,312.00,0,0,0,0,0,0
31,2,4,240.00,0,0,0,0,0,0
32,2,5,252.00,0,0,0,0,0,0
33,2,6,38.00,0,0,0,0,0,0
34,2,7,1149.00,0,0,0,0,0,0
35,2,8,85.00,0,0,0,0,0,0
36,2,9,97.00,0,0,0,0,0,0
37,2,10,97.00,0,0,0,0,0,0
38,2,11,145.00,0,0,0,0,0,0
39,2,12,85.00,0,0,0,0,0,0
40,2,13,37.00,0,0,0,0,0,0
41,2,14,431.00,0,0,0,0,0,0
42,3,0,678.00,0,0,0,0,0,0
43,3,1,2675.00,0,0,0,0,0,0
44,3,2,370.00,0,0,0,0,0,0
45,3,4,982.00,0,0,0,0,0,0
46,3,5,922.00,0,0,0,0,0,0
47,3,6,72.00,0,0,0,0,0,0
48,3,7,158.00,0,0,0,0,0,0
49,3,8,72.00,0,0,0,0,0,0
50,3,9,240.00,0,0,0,0,0,0
51,3,10,145.00,0,0,0,0,0,0
52,3,11,145.00,0,0,0,0,0,0
53,3,12,1521.00,0,0,0,0,0,0
54,3,13,157.00,0,0,0,0,0,0
55,3,14,192.00,0,0,0,0,0,0
