LinkID,src,dst,cap,IGP cost,TE cost,Affinity,delay,backgroundbw
0,0,5,11000.0,0.00, 0, 0, 0
1,0,6,7000.0,0.00, 0, 0, 0
2,0,7,4000.0,0.00, 0, 0, 0
3,1,2,8000.0,0.00, 0, 0, 0
4,1,4,1000.0,0.00, 0, 0, 0
5,1,5,15000.0,0.00, 0, 0, 0
6,2,4,1000.0,2060000.00, 0, 0, 0
7,2,7,8000.0,0.00, 0, 0, 0
8,3,4,1000.0,1295000.00, 0, 0, 0
9,3,5,4000.0,0.00, 0, 0, 0
10,5,12,2000.0,0.00, 0, 0, 0
11,6,9,5000.0,0.00, 0, 0, 0
12,6,13,5000.0,0.00, 0, 0, 0
13,7,8,3000.0,0.00, 0, 0, 0
14,7,14,3000.0,0.00, 0, 0, 0
15,8,9,2000.0,0.00, 0, 0, 0
16,8,11,3000.0,0.00, 0, 0, 0
17,8,14,1000.0,0.00, 0, 0, 0
18,9,11,1000.0,1505000.00, 0, 0, 0
19,10,12,1000.0,0.00, 0, 0, 0
20,10,13,1000.0,0.00, 0, 0, 0
21,12,13,1000.0,0.00, 0, 0, 0
