LinkID,src,dst,cap,IGP cost,TE cost,Affinity,delay,backgroundbw
0,5,2,20.0,3580.00, 0, 0, 0
1,5,0,20.0,3580.00, 0, 0, 0
2,5,16,20.0,3150.00, 0, 0, 0
3,4,2,20.0,2720.00, 0, 0, 0
4,4,0,20.0,2720.00, 0, 0, 0
5,4,3,20.0,2720.00, 0, 0, 0
6,13,12,20.0,2290.00, 0, 0, 0
7,13,0,20.0,3150.00, 0, 0, 0
8,13,15,20.0,2720.00, 0, 0, 0
9,13,3,20.0,3580.00, 0, 0, 0
10,14,12,20.0,2290.00, 0, 0, 0
11,14,15,20.0,2290.00, 0, 0, 0
12,1,0,20.0,3580.00, 0, 0, 0
13,1,15,20.0,3150.00, 0, 0, 0
14,1,16,20.0,4010.00, 0, 0, 0
15,1,11,20.0,2720.00, 0, 0, 0
16,1,8,20.0,3150.00, 0, 0, 0
17,2,0,20.0,2720.00, 0, 0, 0
18,0,16,20.0,3580.00, 0, 0, 0
19,10,11,20.0,2290.00, 0, 0, 0
20,10,9,20.0,2290.00, 0, 0, 0
21,16,8,20.0,3580.00, 0, 0, 0
22,6,8,20.0,3150.00, 0, 0, 0
23,6,7,20.0,2720.00, 0, 0, 0
24,8,9,20.0,3150.00, 0, 0, 0
25,9,7,20.0,2720.00, 0, 0, 0
