LinkID,src,dst,cap,IGP cost,TE cost,Affinity,delay,backgroundbw
0,9,8,80000.0,8112.00, 0, 0, 0
1,9,1,80000.0,8294.40, 0, 0, 0
2,9,6,80000.0,8276.80, 0, 0, 0
3,2,4,80000.0,8246.40, 0, 0, 0
4,2,8,80000.0,8203.20, 0, 0, 0
5,2,7,80000.0,8360.00, 0, 0, 0
6,2,5,80000.0,8432.00, 0, 0, 0
7,2,6,80000.0,8480.80, 0, 0, 0
8,3,0,80000.0,8208.80, 0, 0, 0
9,3,4,80000.0,8170.40, 0, 0, 0
10,3,1,80000.0,8200.80, 0, 0, 0
11,5,4,80000.0,8270.40, 0, 0, 0
12,5,7,80000.0,8135.20, 0, 0, 0
13,5,1,80000.0,8211.20, 0, 0, 0
14,6,4,80000.0,8391.20, 0, 0, 0
15,6,8,80000.0,8384.00, 0, 0, 0
16,6,7,80000.0,8122.40, 0, 0, 0
17,1,7,80000.0,8243.20, 0, 0, 0
18,7,0,80000.0,8140.80, 0, 0, 0
19,8,4,80000.0,8356.00, 0, 0, 0
20,9,4,80000.0,8298.40, 0, 0, 0
21,9,7,80000.0,8175.20, 0, 0, 0
22,9,5,80000.0,8297.60, 0, 0, 0
23,9,3,80000.0,8172.80, 0, 0, 0
24,9,2,80000.0,8236.80, 0, 0, 0
25,9,0,80000.0,8232.80, 0, 0, 0
26,2,0,80000.0,8314.40, 0, 0, 0
27,2,1,80000.0,8292.00, 0, 0, 0
28,2,3,80000.0,8106.40, 0, 0, 0
29,3,8,80000.0,8194.40, 0, 0, 0
30,3,7,80000.0,8260.00, 0, 0, 0
31,3,6,80000.0,8382.40, 0, 0, 0
32,3,5,80000.0,8325.60, 0, 0, 0
33,5,0,80000.0,8124.80, 0, 0, 0
34,5,8,80000.0,8406.40, 0, 0, 0
35,5,6,80000.0,8158.40, 0, 0, 0
36,6,0,80000.0,8237.60, 0, 0, 0
37,6,1,80000.0,8341.60, 0, 0, 0
38,1,0,80000.0,8104.80, 0, 0, 0
39,1,4,80000.0,8063.20, 0, 0, 0
40,1,8,80000.0,8368.80, 0, 0, 0
41,7,4,80000.0,8283.20, 0, 0, 0
42,7,8,80000.0,8286.40, 0, 0, 0
43,8,0,80000.0,8328.80, 0, 0, 0
44,4,0,80000.0,8154.40, 0, 0, 0
