tunnelID,src,dst,bandwidth,priority,Affinity,delay,hop,NodeInclusions,antiFaultyType,MinBWReservation
0,0,1,42.00,0,0,0,0,0,0
1,0,2,42.00,0,0,0,0,0,0
2,0,3,22.00,0,0,0,0,0,0
3,0,4,20.00,0,0,0,0,0,0
4,0,5,20.00,0,0,0,0,0,0
5,0,6,20.00,0,0,0,0,0,0
6,0,7,20.00,0,0,0,0,0,0
7,0,8,17.00,0,0,0,0,0,0
8,0,9,7.00,0,0,0,0,0,0
9,0,10,7.00,0,0,0,0,0,0
10,0,11,17.00,0,0,0,0,0,0
11,0,12,7.00,0,0,0,0,0,0
12,0,13,17.00,0,0,0,0,0,0
13,0,14,17.00,0,0,0,0,0,0
14,0,15,7.00,0,0,0,0,0,0
15,1,0,41.00,0,0,0,0,0,0
16,1,2,14.00,0,0,0,0,0,0
17,1,3,14.00,0,0,0,0,0,0
18,1,4,7.00,0,0,0,0,0,0
19,1,5,7.00,0,0,0,0,0,0
20,1,6,7.00,0,0,0,0,0,0
21,1,7,7.00,0,0,0,0,0,0
22,1,8,11.00,0,0,0,0,0,0
23,1,9,5.00,0,0,0,0,0,0
24,1,10,5.00,0,0,0,0,0,0
25,1,11,11.00,0,0,0,0,0,0
26,1,12,5.00,0,0,0,0,0,0
27,1,13,11.00,0,0,0,0,0,0
28,1,14,11.00,0,0,0,0,0,0
29,1,15,5.00,0,0,0,0,0,0
30,2,0,41.00,0,0,0,0,0,0
31,2,1,14.00,0,0,0,0,0,0
32,2,3,14.00,0,0,0,0,0,0
33,2,4,7.00,0,0,0,0,0,0
34,2,5,7.00,0,0,0,0,0,0
35,2,6,7.00,0,0,0,0,0,0
36,2,7,7.00,0,0,0,0,0,0
37,2,8,11.00,0,0,0,0,0,0
38,2,9,5.00,0,0,0,0,0,0
39,2,10,5.00,0,0,0,0,0,0
40,2,11,11.00,0,0,0,0,0,0
41,2,12,5.00,0,0,0,0,0,0
42,2,13,11.00,0,0,0,0,0,0
43,2,14,11.00,0,0,0,0,0,0
44,2,15,5.00,0,0,0,0,0,0
45,3,0,21.00,0,0,0,0,0,0
46,3,1,14.00,0,0,0,0,0,0
47,3,2,14.00,0,0,0,0,0,0
48,3,4,7.00,0,0,0,0,0,0
49,3,5,7.00,0,0,0,0,0,0
50,3,6,7.00,0,0,0,0,0,0
51,3,7,7.00,0,0,0,0,0,0
52,3,8,11.00,0,0,0,0,0,0
53,3,9,5.00,0,0,0,0,0,0
54,3,10,5.00,0,0,0,0,0,0
55,3,11,11.00,0,0,0,0,0,0
56,3,12,5.00,0,0,0,0,0,0
57,3,13,11.00,0,0,0,0,0,0
58,3,14,11.00,0,0,0,0,0,0
59,3,15,5.00,0,0,0,0,0,0
60,4,0,9.00,0,0,0,0,0,0
61,4,1,6.00,0,0,0,0,0,0
