tunnelID,src,dst,bandwidth,priority,Affinity,delay,hop,NodeInclusions,antiFaultyType,MinBWReservation
0,8,1,384.00,0,0,0,0,0,0
1,2,3,215.00,0,0,0,0,0,0
2,6,7,212.00,0,0,0,0,0,0
3,9,2,197.00,0,0,0,0,0,0
4,8,10,160.00,0,0,0,0,0,0
5,1,7,160.00,0,0,0,0,0,0
6,1,4,144.00,0,0,0,0,0,0
7,0,6,138.00,0,0,0,0,0,0
8,2,4,124.00,0,0,0,0,0,0
9,5,7,115.00,0,0,0,0,0,0
10,0,9,115.00,0,0,0,0,0,0
11,9,10,364.00,0,0,0,0,0,0
12,4,7,108.00,0,0,0,0,0,0
13,3,4,105.00,0,0,0,0,0,0
14,8,7,100.00,0,0,0,0,0,0
15,10,2,99.00,0,0,0,0,0,0
16,4,5,95.00,0,0,0,0,0,0
17,1,2,278.00,0,0,0,0,0,0
18,10,1,266.00,0,0,0,0,0,0
19,8,9,263.00,0,0,0,0,0,0
20,0,8,258.00,0,0,0,0,0,0
21,8,6,247.00,0,0,0,0,0,0
22,1,5,237.00,0,0,0,0,0,0
23,1,3,237.00,0,0,0,0,0,0
