LinkID,src,dst,cap,IGP cost,TE cost,Affinity,delay,backgroundbw
0,0,9,1812,0,0,0,0,0
1,1,9,1577,0,0,0,0,0
2,2,10,1302,0,0,0,0,0
3,2,3,1331,0,0,0,0,0
4,3,9,1364,0,0,0,0,0
5,4,10,1890,0,0,0,0,0
6,5,10,1447,0,0,0,0,0
7,6,9,1143,0,0,0,0,0
8,7,15,1088,0,0,0,0,0
9,8,10,1579,0,0,0,0,0
10,9,10,1061,0,0,0,0,0
11,9,16,1674,0,0,0,0,0
12,9,17,1476,0,0,0,0,0
13,10,11,1575,0,0,0,0,0
14,10,18,1482,0,0,0,0,0
15,12,18,1614,0,0,0,0,0
16,12,14,1683,0,0,0,0,0
17,13,14,1996,0,0,0,0,0
18,14,17,1794,0,0,0,0,0
19,14,15,1995,0,0,0,0,0
20,15,16,1472,0,0,0,0,0
