LinkID,src,dst,cap,IGP cost,TE cost,Affinity,delay,backgroundbw
0,0,1,1670,0,0,0,0,0
1,0,3,1296,0,0,0,0,0
2,0,14,1037,0,0,0,0,0
3,1,3,1828,0,0,0,0,0
4,1,4,1450,0,0,0,0,0
5,2,16,1012,0,0,0,0,0
6,2,11,1487,0,0,0,0,0
7,2,3,1484,0,0,0,0,0
8,2,19,1492,0,0,0,0,0
9,4,7,1065,0,0,0,0,0
10,5,8,1208,0,0,0,0,0
11,5,6,1899,0,0,0,0,0
12,6,8,1372,0,0,0,0,0
13,6,14,1317,0,0,0,0,0
14,6,7,1698,0,0,0,0,0
15,7,9,1910,0,0,0,0,0
16,8,9,1378,0,0,0,0,0
17,9,12,1892,0,0,0,0,0
18,9,13,1655,0,0,0,0,0
19,9,14,1795,0,0,0,0,0
20,9,15,1880,0,0,0,0,0
21,10,11,1738,0,0,0,0,0
22,10,19,1616,0,0,0,0,0
23,12,13,1125,0,0,0,0,0
24,13,14,1050,0,0,0,0,0
25,14,16,1143,0,0,0,0,0
26,15,16,1606,0,0,0,0,0
27,16,17,1848,0,0,0,0,0
28,17,18,1206,0,0,0,0,0
29,18,19,1229,0,0,0,0,0
