LinkID,src,dst,cap,IGP cost,TE cost,Affinity,delay,backgroundbw
0,0,3,1362,0,0,0,0,0
1,0,12,1833,0,0,0,0,0
2,1,19,1380,0,0,0,0,0
3,1,6,1041,0,0,0,0,0
4,2,3,1774,0,0,0,0,0
5,2,13,1457,0,0,0,0,0
6,4,8,1801,0,0,0,0,0
7,4,7,1496,0,0,0,0,0
8,5,8,1770,0,0,0,0,0
9,5,14,1413,0,0,0,0,0
10,6,7,1990,0,0,0,0,0
11,7,9,1926,0,0,0,0,0
12,7,19,1187,0,0,0,0,0
13,7,17,1068,0,0,0,0,0
14,8,14,1949,0,0,0,0,0
15,10,18,1714,0,0,0,0,0
16,10,19,1722,0,0,0,0,0
17,11,18,1164,0,0,0,0,0
18,11,21,1942,0,0,0,0,0
19,12,13,1061,0,0,0,0,0
20,12,21,1065,0,0,0,0,0
21,13,19,1531,0,0,0,0,0
22,14,17,1495,0,0,0,0,0
23,14,15,1255,0,0,0,0,0
24,15,16,1224,0,0,0,0,0
25,16,17,1786,0,0,0,0,0
26,17,18,1582,0,0,0,0,0
27,17,19,1980,0,0,0,0,0
