LinkID,src,dst,cap,IGP cost,TE cost,Affinity,delay,backgroundbw
0,0,10,1136,0,0,0,0,0
1,0,3,1004,0,0,0,0,0
2,0,6,1683,0,0,0,0,0
3,1,3,1391,0,0,0,0,0
4,1,6,1914,0,0,0,0,0
5,2,10,1370,0,0,0,0,0
6,2,15,1552,0,0,0,0,0
7,3,8,1695,0,0,0,0,0
8,3,16,1564,0,0,0,0,0
9,4,5,1168,0,0,0,0,0
10,4,7,1114,0,0,0,0,0
11,6,7,1419,0,0,0,0,0
12,9,16,1277,0,0,0,0,0
13,9,15,1158,0,0,0,0,0
14,11,12,1735,0,0,0,0,0
15,11,13,1075,0,0,0,0,0
16,12,14,1278,0,0,0,0,0
17,13,18,1918,0,0,0,0,0
18,13,14,1832,0,0,0,0,0
19,13,15,1264,0,0,0,0,0
20,14,16,1630,0,0,0,0,0
21,14,17,1950,0,0,0,0,0
22,15,16,1246,0,0,0,0,0
23,17,18,1703,0,0,0,0,0
