LinkID,src,dst,cap,IGP cost,TE cost,Affinity,delay,backgroundbw
0,0,3,1437,0,0,0,0,0
1,1,2,1927,0,0,0,0,0
2,1,3,1480,0,0,0,0,0
3,1,4,1211,0,0,0,0,0
4,2,3,1668,0,0,0,0,0
5,2,15,1118,0,0,0,0,0
6,4,5,1249,0,0,0,0,0
7,5,8,1814,0,0,0,0,0
8,6,12,1565,0,0,0,0,0
9,6,7,1277,0,0,0,0,0
10,7,23,1302,0,0,0,0,0
11,8,9,1384,0,0,0,0,0
12,9,13,1840,0,0,0,0,0
13,10,12,1767,0,0,0,0,0
14,11,12,1178,0,0,0,0,0
15,12,13,1537,0,0,0,0,0
16,14,19,1219,0,0,0,0,0
17,14,22,1151,0,0,0,0,0
18,14,15,1011,0,0,0,0,0
19,16,17,1999,0,0,0,0,0
20,16,18,1372,0,0,0,0,0
21,18,19,1686,0,0,0,0,0
22,20,23,1887,0,0,0,0,0
23,21,22,1935,0,0,0,0,0
24,22,23,1856,0,0,0,0,0
